MSHA ID,Year,Mine_Name,Mine_State,Mine_County,Mine_Status,Mine_Type,Company_Type,Operation_Type,Operating_Company,Operating_Company_Address,Union_Code,Coal_Supply_Region,Production_(short_tons),Average_Employees,Labor_Hours,log_production
103381,2014,Jesse Creek H.W.M.,Alabama,Bibb,Active,Surface,Independent Producer Operator,Mine only,"Jesse Creek Mining,llc","1615 Kent Dairy Rd, Alabaster, AL 35007",,Appalachia Southern,71758,6,10494,11.181054625664238
103246,2014,Bear Creek,Alabama,Franklin,Active,Surface,Independent Producer Operator,Mine only,"Birmingham Coal & Coke Co., In","912 Edenton Street, Birmingham, AL 35242",,Appalachia Southern,40263,17,27476,10.603188212065916
103451,2014,Knight Mine,Alabama,Franklin,Active,Surface,Independent Producer Operator,Mine only,"Birmingham Coal & Coke Co., In","P.O. Box 354, Lynn, AL 35242",,Appalachia Southern,100425,21,35560,11.517166459227482
100851,2014,Oak Grove Mine,Alabama,Jefferson,Active,Underground,Operating Subsidiary,Mine only,Oak Grove Resources Llc,"8360 Taylors Ferry Rd, Hueytown, AL 35023",United Mine Workers Of America,Appalachia Southern,2331168,418,1015094,14.661879987492899
102901,2014,Shoal Creek Mine,Alabama,Jefferson,Active,Underground,Independent Producer Operator,Mine and Preparation Plant,Drummond Company Inc,"P.O. Box 1549, Jasper, AL 35501",United Mine Workers Of America,Appalachia Southern,1803117,503,1073844,14.40502739192699
103180,2014,Sloan Mountain Mine,Alabama,Jefferson,Active,Surface,Independent Producer Operator,Mine only,"M S & R Equipment Company, Inc","2600 Warrior Jasper Road, Warrior, AL 35180",,Appalachia Southern,332587,79,192966,12.71465675898791
103182,2014,Fishtrap,Alabama,Jefferson,Active,Surface,Operating Subsidiary,Mine only,"Centennial Natural Resources,","3699 Industrial Parkway, Jasper, AL 35501",,Appalachia Southern,375656,73,213383,12.836429109984405
103285,2014,Narley Mine,Alabama,Jefferson,Active,Surface,Operating Subsidiary,Mine only,Best Coal Inc,"2600 Warrior Jasper Rd, Warrior, AL 35180",,Appalachia Southern,183931,42,99066,12.12231596626104
103332,2014,Powhatan Mine,Alabama,Jefferson,Active,Surface,Independent Producer Operator,Mine only,Rac Mining Llc,"P.O. Box 354, Lynn, AL 35575",,Appalachia Southern,90389,21,40065,11.411877857560555
103375,2014,Johnson Mine,Alabama,Jefferson,Active,Surface,Independent Producer Operator,Mine only,Cahaba Resources Llc,"P.O. Box 122, Vance, AL 35490",,Appalachia Southern,29982,6,10470,10.30835248057226
103419,2014,Maxine-Pratt Mine,Alabama,Jefferson,Active,Underground,Independent Producer Operator,Mine only,Warrior Investments Company In,"218 Highway 195, Jasper, AL 35503",,Appalachia Southern,180355,49,131882,12.102682409817637
103432,2014,Skelton Creek,Alabama,Jefferson,Active,Surface,Independent Producer Operator,Mine only,"Kennedy Brothers Construction,","17160 Lock 17 Rd, Brookwood, AL 35444",,Appalachia Southern,7851,5,614,8.968396191198256
103437,2014,Black Warrior Mine No 1,Alabama,Jefferson,Active,Surface,Independent Producer Operator,Mine only,"Black Warrior Minerals, Inc.","P.O. Box 1190, Sumiton, AL 35148",,Appalachia Southern,133972,26,70209,11.805386101874983
103422,2014,Clark No 1 Mine,Alabama,Shelby,Active,Underground,Independent Producer Operator,Mine only,Jesse Creek Mining Llc,"1615 Kent Dairy Road, Alabaster, AL 35117",,Appalachia Southern,164529,64,182508,12.010842125443304
103467,2014,Helena Surface Mine,Alabama,Shelby,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"Jesse Creek Mining, Llc","1615 Kent Diary Rd, Alabaster, AL 35007",,Appalachia Southern,14374,17,10640,9.573176298028388
103472,2014,Gurnee Surface Mine,Alabama,Shelby,Active,Surface,Independent Producer Operator,Mine only,"Jesse Creek Mining, Llc","1615 Kent Dairy Rd, Alabaster, AL 35007",,Appalachia Southern,107504,20,39374,11.58528333515993
101247,2014,No 4 Mine,Alabama,Tuscaloosa,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Jim Walter Resources Inc,"P.O. Box 133, Brookwood, AL 35444",United Mine Workers Of America,Appalachia Southern,2720653,648,1560457,14.816382482988553
101401,2014,No 7 Mine,Alabama,Tuscaloosa,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Jim Walter Resources Inc,"P.O. Box 133, Brookwood, AL 35444",United Mine Workers Of America,Appalachia Southern,5226007,1016,2484528,15.46915806451836
103172,2014,"Searles Mine No. 2, 3, 4, 5, 6",Alabama,Tuscaloosa,Active,Surface,Independent Producer Operator,Mine only,"Southland Resources, Inc.","P.O. Box 770, Cottondale, AL 35453",,Appalachia Southern,111161,34,81563,11.618734879857717
103179,2014,Fleetwood Mine No 1,Alabama,Tuscaloosa,Active,Surface,Independent Producer Operator,Mine only,Black Warrior Minerals Inc,"P.O. Box 1190, Sumiton, AL 35148",,Appalachia Southern,80162,22,61417,11.291804866107244
103323,2014,Deerlick Mine,Alabama,Tuscaloosa,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Cahaba Resources, Llc","P.O. Box 122, Vance, AL 35490",,Appalachia Southern,108827,19,49103,11.597514744381648
103364,2014,Brc Alabama No. 7 Llc,Alabama,Tuscaloosa,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Brc Alabama No. 7 Llc,"P.O. Box 157, Brookwood, AL 35444",,Appalachia Southern,66006,19,43484,11.097500925967491
100347,2014,Choctaw Mine,Alabama,Walker,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Taft Coal Sales & Associates I,"3000 Riverchase Galleria Ste 1, Birmingham, AL 35244",United Mine Workers Of America,Appalachia Southern,327031,57,141780,12.69781024660928
101362,2014,Manchester Mine,Alabama,Walker,Active,Surface,Independent Producer Operator,Mine only,Black Warrior Minerals Inc,"P.O. Box 1190, Sumiton, AL 35148",,Appalachia Southern,207040,38,105547,12.240667290294672
102996,2014,Jap Creek Mine,Alabama,Walker,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,"Centennial Natural Resources,","3699 Industrial Pkwy, Jasper, AL 35501",,Appalachia Southern,169403,37,101399,12.040035770606442
103195,2014,Mccollum/Sparks Branch Mine,Alabama,Walker,Active,Surface,Independent Producer Operator,Mine only,"Quality Coal, Inc.","17405 Hwy 69 S, Jasper, AL 35501",,Appalachia Southern,31786,5,7070,10.366781220256765
103337,2014,Gooden Creek,Alabama,Walker,Active,Surface,Independent Producer Operator,Mine only,Birmingham Coal & Coke Co Inc,"912 Edenton St, Birmingham, AL 35242",,Appalachia Southern,4061,10,4209,8.309184527686298
103342,2014,Reese's Branch Mine,Alabama,Walker,Active,Surface,Contractor,Mine only,"Cedar Lake Mining, Inc","2600 Warrior Jasper Road, Warrior, AL 35180",,Appalachia Southern,341803,54,107314,12.74198982668772
103372,2014,Cane Creek Mine,Alabama,Walker,Temporarily closed,Surface,Independent Producer Operator,Mine only,Cane Creek Llc,"P.O. Box 1253, Cullman, AL 35056",,Appalachia Southern,74826,16,41959,11.222920697148803
103376,2014,Town Creek,Alabama,Walker,Active,Surface,Operating Subsidiary,Mine only,"Centennial Natural Resources,","3699 Industrial Parkway, Jasper, AL 35501",,Appalachia Southern,82650,16,63757,11.32237010324917
103389,2014,Carbon Hill Mine,Alabama,Walker,Active,Underground,Independent Producer Operator,Mine only,Prospect Mining And Developmen,"218 Hwy 195, Jasper, AL 35503",,Appalachia Southern,90378,41,89576,11.41175615393087
103410,2014,Coal Valley Mine,Alabama,Walker,Active,Surface,Operating Subsidiary,Mine only,"Xinergy Of Alabama, Inc.","2600 Warrior Jasper Rd, Warrior, AL 35180",,Appalachia Southern,274172,60,129605,12.521510925651887
103423,2014,Dutton Hill Mine,Alabama,Walker,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Quality Coal Company, Inc.","17405 Hwy 69 S, Jasper, AL 35501",,Appalachia Southern,39333,5,7072,10.579819140167512
103444,2014,Little Spring Creek Mine,Alabama,Walker,Active,Surface,Independent Producer Operator,Mine only,"Cedar Lake Mining, Inc.","2600 Warrior Jasper Road, Warrior, AL 35549",,Appalachia Southern,7316,10,3957,8.897819009510757
103321,2014,Poplar Springs,Alabama,Winston,Active,Surface,Independent Producer Operator,Mine only,Centennial Natural Resources L,"P.O. Box 2420, Jasper, AL 35502",,Appalachia Southern,220792,26,83484,12.304976360844629
103358,2014,Old Union,Alabama,Winston,Active,Surface,Independent Producer Operator,Mine only,Birmingham Coal & Coke Co Inc,"912 Edenton St, Birmingham, AL 35242",,Appalachia Southern,211677,60,74160,12.262816806912753
5000030,2014,Usibelli,Alaska,Denali,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Usibelli Coal Mine Inc,"P.O. Box 1000, Healy, AK 99743","International Brotherhood Of Teamsters, Chauffeurs, Warehouse",Western,1501758,120,276467,14.22214697981658
201195,2014,Kayenta Mine,Arizona,Navajo,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Peabody Western Coal Company,"P.O. Box 650, Kayenta, AZ 86033",United Mine Workers Of America,Western,8050607,387,998331,15.901258050278736
301569,2014,Penny #1,Arkansas,Sebastian,Temporarily closed,Surface,Independent Producer Operator,Mine only,Comer Mining Company,"P.O. Box 986, Greenwood, AR 72936",,Interior,7001,2,1095,8.853808274977197
301736,2014,Sebastian Mine,Arkansas,Sebastian,Active,Underground,Independent Producer Operator,Mine and Preparation Plant,Sebastian Management Llc,"P.O. Box 339, Hartford, AR 72938",,Interior,86988,82,177539,11.373525457088878
504591,2014,Bowie No 2 Mine,Colorado,Delta,Active,Underground,Independent Producer Operator,Mine and Preparation Plant,Bowie Resources Llc,"P.O. Box 1488, Paonia, CO 81428",,Uinta Region,2407598,348,748115,14.694140127952632
503672,2014,West Elk Mine,Colorado,Gunnison,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,"Mountain Coal Company, L.L.C.","P.O. Box 591, Somerset, CO 81434",,Uinta Region,6192656,351,744347,15.638874631792575
504864,2014,King Ii,Colorado,La Plata,Active,Underground,Operating Subsidiary,Mine only,Gcc Energy Llc,"6473 County Road 120, Hesperus, CO 81326",,Western,970780,128,282402,13.78585515105665
504975,2014,Bates Portals,Colorado,Las Animas,Active,Underground,Independent Producer Operator,Mine only,New Elk Coal Company Llc,"12250 Hy12, Weston, CO 81091",,Western,9935,15,25086,9.203819154985917
502838,2014,Trapper Mine,Colorado,Moffat,Active,Surface,Independent Producer Operator,Mine only,Trapper Mining Inc,"P.O. Box 187, Craig, CO 81626",International Union Of Operation Engineers,Uinta Region,1943717,177,358437,14.4801126772736
502962,2014,Colowyo Mine,Colorado,Moffat,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Colowyo Coal Company L P,"5731 State Highway 13, Meeker, CO 81641",,Uinta Region,2481775,217,421935,14.724484587938049
500299,2014,New Horizon Mine,Colorado,Montrose,Active,Surface,Operating Subsidiary,Mine only,"Western Fuels-Colorado, Llc","P.O. Box 628, Nucla, CO 81424",United Mine Workers Of America,Western,283654,29,55425,12.55551046454141
503505,2014,Deserado Mine,Colorado,Rio Blanco,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Blue Mountain Energy Inc,"3607 County Road #65, Rangely, CO 81648",United Mine Workers Of America,Uinta Region,1882624,163,329283,14.44817710634078
4801645,2014,Addcar System 18 Hwm Serial No,Colorado,Rio Blanco,Active,Surface,Operating Subsidiary,Mine only,Ugm Addcar Systems Llc,"No. 1 Hwm Drive, Ashland, KY 41102",,Uinta Region,1175264,27,69412,13.977003361174498
503836,2014,Foidel Creek Mine,Colorado,Routt,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Peabody Twentymile Mining Llc,"29515 Routt Cnty Rd#27, Oak Creek, CO 80467",,Uinta Region,6659492,367,819902,15.711553763331112
1103189,2014,Mc#1 Mine,Illinois,Franklin,Active,Underground,Independent Producer Operator,Mine and Preparation Plant,M-Class Mining Llc,"11351 N. Thompsonville Rd., Macedonia, IL 62860",,Illinois Basin,9097628,356,822719,16.023524278168868
1103017,2014,Wildcat Hills Mine - Cottage G,Illinois,Gallatin,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,"Peabody Midwest Mining, Llc","7100 Eagle Crest Blvd., Suite, Evansville, IN 47715",,Illinois Basin,1919376,189,446197,14.467510691180019
1103203,2014,White Oak Mine No. 1,Illinois,Hamilton,Active,Underground,Independent Producer Operator,Mine only,White Oak Resources Llc,"P.O. Box 339, Mcleansboro, IL 62859",,Illinois Basin,1736928,280,670136,14.367628593586932
1103020,2014,Creek Paum Mine,Illinois,Jackson,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Knight Hawk Coal Llc,"500 Cuttler-Trico Road, Percy, IL 62272",,Illinois Basin,15450,6,13625,9.645364282325891
1100726,2014,Shay #1 Mine,Illinois,Macoupin,Active,Underground,Independent Producer Operator,Mine and Preparation Plant,Maryan Mining Llc,"14300 Brushy Mound Rd, Carlinville, IL 62626",,Illinois Basin,1633881,109,242794,14.30646872433266
1103182,2014,Deer Run Mine,Illinois,Montgomery,Active,Underground,Independent Producer Operator,Mine and Preparation Plant,Patton Mining Llc,"211 N Broadway,ste 2600, St. Louis, MO 63102",,Illinois Basin,5564836,169,374753,15.531978072356369
1103045,2014,Red Hawk,Illinois,Perry,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,"Knight Hawk Coal, Llc","500 Cutler-Trico Road, Percy, IL 62272",,Illinois Basin,373158,37,84743,12.829757201429278
1103143,2014,Prairie Eagle,Illinois,Perry,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,"Knight Hawk Coal, Llc","500 Cutler-Trico Road, Percy, IL 62272",,Illinois Basin,76959,20,48710,11.251028091492175
1103147,2014,Prairie Eagle-Underground,Illinois,Perry,Active,Underground,Independent Producer Operator,Mine only,"Knight Hawk Coal, Llc","500 Cutler-Trico Rd, Percy, IL 62272",,Illinois Basin,3175516,211,468977,14.970980696789075
1103241,2014,Jordan,Illinois,Perry,Active,Surface,Independent Producer Operator,Mine only,"Elk Land Holdings, Llc","2206 Samuel Stuart Ct., Chesterfield, MO 63005",,Illinois Basin,45094,3,6548,10.716504478946458
1102408,2014,Gateway Mine,Illinois,Randolph,Active,Underground,Operating Subsidiary,Mine only,"Peabody Midwest Mining, Llc","7100 Eagle Crest Blvd., Suite, Evansville, IN 47715",,Illinois Basin,2478541,187,435367,14.72318063856941
1103226,2014,Hawkeye Mine,Illinois,Randolph,Active,Surface,Independent Producer Operator,Mine only,"Knight Hawk Coal, Llc","500 Cutler-Trico Road, Percy, IL 62272",,Illinois Basin,262572,20,46191,12.478280609118652
1103248,2014,Black Hawk,Illinois,Randolph,Active,Surface,Independent Producer Operator,Mine only,Knight Hawk Coal Llc,"500 Cutler/Trico Road, Percy, IL 62272",,Illinois Basin,920124,31,69686,13.73226372255156
1102752,2014,The American Coal Company New,Illinois,Saline,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,The American Coal Company,"P.O. Box 727, Harrisburg, IL 62946",,Illinois Basin,5509709,596,1383098,15.522022366667288
1103156,2014,Wildcat Hills Mine-Underground,Illinois,Saline,Active,Underground,Operating Subsidiary,Mine only,"Peabody Midwest Mining, Llc","7100 Eagle Crst Blvd, #100, Evansville, IN 47715",,Illinois Basin,2018114,284,656806,14.51767396987592
1103212,2014,Eagle River Coal Llc Mine No 1,Illinois,Saline,Active,Surface,Independent Producer Operator,Mine only,Eagle River Coal Llc,"29 W. Raymond St, Harrisburg, IL 62946",,Illinois Basin,794059,57,114775,13.584913044773408
1103232,2014,New Future Mine,Illinois,Saline,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,The American Coal Company,"P.O. Box 727, Harrisburg, IL 62946",,Illinois Basin,5744296,333,747770,15.563717920415893
1102664,2014,Viper Mine,Illinois,Sangamon,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,"Icg Illinois, Llc","5945 Lester Road, Williamsville, IL 62693",,Illinois Basin,2141184,307,606833,14.576869505028087
1103064,2014,Friendsville Mine,Illinois,Wabash,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Friendsville Mine Llc,"528 Main St. Ste 202, Evansville, IN 47708",,Illinois Basin,849383,49,157219,13.652265482533403
1103193,2014,Lively Grove Mine,Illinois,Washington,Active,Underground,Independent Producer Operator,Mine only,Prairie State Generating Compa,"4274 County Hwy 12, Marissa, IL 62257",,Illinois Basin,4556865,361,771473,15.33214544505407
1103058,2014,Pattiki,Illinois,White,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,"White County Coal, Llc","P.O. Box 457, Carmi, IL 62821",,Illinois Basin,2573351,292,731726,14.760719498594257
1103141,2014,Mach #1 Mine,Illinois,Williamson,Active,Underground,Independent Producer Operator,Mine and Preparation Plant,Mach Mining Llc,"P.O. Box 300, Johnston City, IL 62951",,Illinois Basin,6482276,176,448241,15.684582241227938
1202460,2014,Ace In The Hole,Indiana,Clay,Active,Surface,Independent Producer Operator,Mine only,"Sunrise Coal, Llc","1183 E Canvasback Dr, Terre Haute, IN 47802",,Illinois Basin,334528,25,58863,12.720475862072593
1201946,2014,Viking Mine - Corning Pit,Indiana,Daviess,"Active, men working, not producing",Surface,Operating Subsidiary,Mine and Preparation Plant,"Peabody Midwest Mining, Llc","P.O. Box 28, Montgomery, IN 47558",,Illinois Basin,114138,18,43431,11.645163521596196
1202372,2014,Antioch Mine,Indiana,Daviess,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,"Solar Sources, Inc.","P.O. Box 7, Petersburg, IN 47567",,Illinois Basin,1014125,99,250772,13.829536729697367
1202374,2014,Shamrock Mine,Indiana,Dubois,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,"Solar Sources, Inc.","625 N. Ninth St., Petersburg, IN 47567",,Illinois Basin,1223405,125,319446,14.017148512752987
1202425,2014,Hilsmeyer Mine,Indiana,Dubois,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,"Sun Energy Group, Llc","2701 W 1100 S, Huntingburg, IN 47542",,Illinois Basin,178354,15,29031,12.091525618346022
1202207,2014,Somerville,Indiana,Gibson,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,United Minerals Co Llc,"P.O. Box 400, Huntingburg, IN 47542",,Illinois Basin,663855,33,100927,13.405819031117632
1202215,2014,Gibson Mine,Indiana,Gibson,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Gibson County Coal Llc,"P.O. Box 1269, Princeton, IN 47670",,Illinois Basin,3768695,384,976719,15.142239345652968
1202258,2014,Somerville Central Mine,Indiana,Gibson,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,"Peabody Midwest Mining, Llc","7100 Eagle Crest Blvd  Ste 100, Evansville, IN 47715",,Illinois Basin,1859379,161,390766,14.435753118974322
1202295,2014,Francisco Underground Pit,Indiana,Gibson,Active,Underground,Operating Subsidiary,Mine only,"Peabody Midwest Mining, Llc","P.O. Box 347, Francisco, IN 47649",,Illinois Basin,3049919,298,717262,14.930625590853891
1202325,2014,Hurricane Creek,Indiana,Gibson,Temporarily closed,Surface,Operating Subsidiary,Mine only,Triad Mining Inc,"1216 E. Cr 900 S., Oakland City, IN 47660",,Illinois Basin,118195,17,28637,11.68009108187498
1202388,2014,Gibson South,Indiana,Gibson,Active,Underground,Independent Producer Operator,Mine and Preparation Plant,"Gibson County Coal, Llc","P.O. Box 1269, Princeton, IN 47670",,Illinois Basin,791635,151,357984,13.581855705982747
1202431,2014,Gold Star Mine,Indiana,Greene,"Active, men working, not producing",Underground,Independent Producer Operator,Mine and Preparation Plant,Erc Mining Indiana Corp,"15127 W. 700 N, Jasonville, IN 47438",,Illinois Basin,96244,63,168288,11.47464191254462
1202167,2014,Freelandville Mine,Indiana,Knox,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Triad Mining Inc,"14521 E State Road 58, Edwardsport, IN 47528",,Illinois Basin,8025,4,12127,8.990316947998217
1202339,2014,Freelandville East,Indiana,Knox,Active,Surface,Independent Producer Operator,Mine only,Triad Mining Inc,"14521 E State Road 58, Edwardsport, IN 47528",,Illinois Basin,237685,23,48912,12.378701546603205
1202394,2014,Oaktown Fuels Mine No 1,Indiana,Knox,Active,Underground,Operating Subsidiary,Mine only,"Sunrise Coal, Llc","12661 N. Agricare Road, Oaktown, IN 47561",,Illinois Basin,3341067,292,738926,15.021800775013903
1202418,2014,Oaktown Fuels Mine No 2,Indiana,Knox,Active,Underground,Independent Producer Operator,Mine only,"Sunrise Coal, Llc","12661 N. Agricare Road, Oaktown, IN 47561",,Illinois Basin,2091533,153,378396,14.55340784788957
1202423,2014,Freelandville West Underground,Indiana,Knox,Active,Underground,Independent Producer Operator,Mine only,Triad Underground Mining Llc,"13333 E Hartsburg Rd, Edwardsport, IN 47528",,Illinois Basin,595171,92,217676,13.29660403819573
1202249,2014,Prosperity Mine,Indiana,Pike,"Active, men working, not producing",Underground,Operating Subsidiary,Mine and Preparation Plant,"Sunrise Coal, Llc","12661 N. Agricare Rd., Oaktown, IN 47561",,Illinois Basin,1321377,299,747592,14.094184932644694
1202320,2014,Augusta Mine,Indiana,Pike,Active,Surface,Independent Producer Operator,Mine only,Triad Mining Llc,"14521 E. State Road 58, Edwardsport, IN 47528",,Illinois Basin,188377,12,29596,12.146200552992541
1202410,2014,Log Creek Surface,Indiana,Pike,Active,Surface,Independent Producer Operator,Mine only,Triad Mining Llc,"14521 E. State Road 58, Edwardsport, IN 47528",,Illinois Basin,694328,54,135577,13.450699750316502
1202433,2014,Hilsmeyer #2,Indiana,Pike,Temporarily closed,Surface,Independent Producer Operator,Mine only,"Sun Energy Group, Llc","2701 West 1100 S., Huntingburg, IN 47542",,Illinois Basin,42873,7,10503,10.665997536149904
1202446,2014,Cardinal Mine,Indiana,Pike,Active,Surface,Independent Producer Operator,Mine only,"United Minerals Co, Llc","P.O. Box 400, Huntingburg, IN 47542",,Illinois Basin,859869,34,99416,13.664535331045576
1202349,2014,Carlisle Mine,Indiana,Sullivan,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Sunrise Coal Llc,"1183 E Canvasback Dr, Terre Haute, IN 47802",,Illinois Basin,3049522,321,762692,14.930495414990052
1202422,2014,Bear Run Mine,Indiana,Sullivan,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Peabody Bear Run Mining Llc,"7255 East County Road 600s, Carlisle, IN 47838",,Illinois Basin,8446135,611,1426607,15.949219498245988
1202226,2014,Collie Pond Co,Indiana,Vigo,Temporarily closed,Surface,Independent Producer Operator,Mine and Preparation Plant,Collie Coal Co Inc,"10026 N Knightsville Clay, Brazil, IN 47834",,Illinois Basin,4325,5,3582,8.37216741936598
1202407,2014,West 61,Indiana,Warrick,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,United Minerals Co Llc,"P.O. Box 400, Huntingburg, IN 47542",,Illinois Basin,1345630,97,288784,14.112372862839333
1202428,2014,Liberty Mine,Indiana,Warrick,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Vigo Coal Operating Company In,"528 Main St. Ste 202, Evansville, IN 47708",,Illinois Basin,1221067,81,218927,14.015235624642244
1202441,2014,Wild Boar Mine,Indiana,Warrick,Active,Surface,Operating Subsidiary,Mine only,"Peabody Wild Boar Mining, Llc","566 Dickeyville Rd., Lynnville, IN 47619",,Illinois Basin,2195014,132,330100,14.601698982603187
1202445,2014,Addcar System 40 Hwm Ser # Lv2,Indiana,Warrick,Active,Surface,Independent Producer Operator,Mine only,Ugm Addcar Systems Llc,"No. 1 Hwm Drive, Ashland, KY 40112",,Illinois Basin,412507,15,34480,12.930008454309858
1401626,2014,Garland Mine,Kansas,Bourbon,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Phoenix Mining Company,"310 S. Scraper, Vinita, OK 74301",,Interior,16793,6,13497,9.728717411895008
1401631,2014,Lucky Strike Mine,Kansas,Linn,Active,Surface,Independent Producer Operator,Mine only,"Continental Coal, Inc.","10801 Mastin  Suite 920, Overland Park, KS 66210",,Interior,49573,4,3706,10.811201609659424
1517792,2014,#2,Kentucky (East),Bell,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Kincaid Enterprises Inc,"700 N 19th Street, Middlesboro, KY 40977",,Appalachia Central,36166,10,25164,10.495874729944925
1518257,2014,#1 Strip Mine,Kentucky (East),Bell,Active,Surface,Independent Producer Operator,Mine only,Jamieson Construction Company,"30 Jamieson Lane, London, KY 40744",,Appalachia Central,47556,12,30630,10.769663242978435
1518914,2014,Highwall Miner #1,Kentucky (East),Bell,Active,Surface,Contractor,Mine only,"Ckj Enterprises, Inc","P.O. Box 952, Hyden, KY 41749",,Appalachia Central,150699,13,36532,11.923039748892505
1519076,2014,Chestnut Flats,Kentucky (East),Bell,Active,Surface,Independent Producer Operator,Mine only,"Nally & Hamilton Enterprises,","P.O. Box 157, Bardstown, KY 40004",,Appalachia Central,205609,13,35883,12.233731585924145
1519268,2014,Mine # 10,Kentucky (East),Bell,Active,Surface,Independent Producer Operator,Mine only,"Strata Mining, Inc","P.O. Box 962, Middlesboro, KY 40965",,Appalachia Central,48538,15,27946,10.790102275300281
1519272,2014,Lowsplint Surface,Kentucky (East),Bell,Active,Surface,Independent Producer Operator,Mine only,"Middlesboro Mining Operations,","P.O. Box 1727, Middlesboro, KY 40965",,Appalachia Central,24278,14,11282,10.097325869457748
1519318,2014,D-1 Garmeada #2,Kentucky (East),Bell,Active,Underground,Operating Subsidiary,Mine only,"Revelation Energy, Llc","6340 West Cumberland Ave, Middlesboro, KY 40965",,Appalachia Central,249210,61,130015,12.426051193501227
1519408,2014,Hance Mine No. 1,Kentucky (East),Bell,Permanently abandoned,Underground,Contractor,Mine only,"Tennco Energy, Inc.","P.O. Box 517, Middlesboro, KY 40965",,Appalachia Central,159120,17,36396,11.977413913527855
1519431,2014,Mine #8,Kentucky (East),Bell,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Clear Development Llc,"P.O. Box 1385, Lafollette, TN 37766",,Appalachia Central,15221,14,7997,9.630431332279667
1519574,2014,Coal Stone #10,Kentucky (East),Bell,Permanently abandoned,Underground,Contractor,Mine only,"Parton Bros. Contracting, Inc.","P.O. Box 159, Middlesboro, KY 40965",,Appalachia Central,202494,30,68030,12.218465535460135
1519700,2014,Ky No. 9,Kentucky (East),Bell,Active,Surface,Independent Producer Operator,Mine only,"Straight Creek Coal Mining, In","P.O. Box 117, Stoney Fork, KY 40988",,Appalachia Central,79279,16,16310,11.280728555402623
1519702,2014,Rockhampton #3,Kentucky (East),Bell,Active,Underground,Independent Producer Operator,Mine and Preparation Plant,Rockhampton Energy Llc,"10156 Us Hwy 25e, Pineville, KY 40977",,Appalachia Central,66649,57,131147,11.10719532174336
1519731,2014,Back Creek Surface Mine,Kentucky (East),Bell,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"Kopper Glo Mining, Llc","P.O. Box 203, Clairfield, TN 37715",,Appalachia Central,132579,30,71612,11.794933973151158
1519768,2014,Jennie Branch Mine,Kentucky (East),Bell,Active,Underground,Independent Producer Operator,Mine only,"Tennco, Inc.","P.O. Box 517, Middlesboro, KY 40965",,Appalachia Central,709,8,225,6.5638555265321274
1518600,2014,S-12 Calhoun,Kentucky (East),Breathitt,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,210566,35,74584,12.25755442215383
1518982,2014,Sturgeon Freeman Fork,Kentucky (East),Breathitt,Active,Surface,Independent Producer Operator,Mine only,"Sturgeon Mining Co., Inc.","P.O. Box 368, Beattyville, KY 41311",,Appalachia Central,84731,6,13089,11.347236811318073
1519593,2014,Davis Energy / Red Bush,Kentucky (East),Breathitt,Temporarily closed,Surface,Independent Producer Operator,Mine only,Clay Laurel Mining Incorporate,"P.O. Box 25, Avawam, KY 41713",,Appalachia Central,2738,3,690,7.914983005848394
