MSHA ID,Year,Mine_Name,Mine_State,Mine_County,Mine_Status,Mine_Type,Company_Type,Operation_Type,Operating_Company,Operating_Company_Address,Union_Code,Coal_Supply_Region,Production_(short_tons),Average_Employees,Labor_Hours,log_production
1519200,2014,No. 1,Kentucky (East),Magoffin,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Middle Fork Development Servic,"P.O. Box 505, Staffordsvill, KY 41256",,Appalachia Central,16448,15,14796,9.707959168254892
1519459,2014,Right Oakley Surface,Kentucky (East),Magoffin,Active,Surface,Independent Producer Operator,Mine only,"Ember Energy, Llc","P.O. Box 637, West Liberty, KY 41472",,Appalachia Central,586738,57,156823,13.28233366186374
1518326,2014,No 4,Kentucky (East),Martin,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Mayo Resources Inc,"Rte. 292, Lovely, KY 41231",,Appalachia Central,14741,7,14777,9.598388006047278
1518575,2014,No. 1,Kentucky (East),Martin,Active,Underground,Contractor,Mine only,Matrix Energy Llc,"Rt. 292    P.O. Box 190, Lovely, KY 41231",,Appalachia Central,1288789,213,546829,14.069213575737093
1519488,2014,No. 25,Kentucky (East),Martin,Active,Underground,Independent Producer Operator,Mine only,Eagle Coal Company Inc,"P.O. Box 190, Lovely, KY 41231",,Appalachia Central,356622,67,165657,12.784431676282733
1519557,2014,H-1,Kentucky (East),Martin,Active,Surface,Independent Producer Operator,Mine only,"Revelation Energy, Llc.","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,176449,8,19436,12.080787161759503
1519566,2014,#6,Kentucky (East),Martin,Temporarily closed,Surface,Independent Producer Operator,Mine only,Mayo Resources Inc,"P.O. Box 190, Lovely, KY 41231",,Appalachia Central,12867,8,5336,9.46242117318499
1519625,2014,No 9,Kentucky (East),Martin,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Coalburg Enterprises Inc.,"P.O. Box 292, Lovely, KY 41231",,Appalachia Central,83124,19,25446,11.328088747810606
1519730,2014,S-18 Seng Branch,Kentucky (East),Martin,Active,Surface,Independent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,123291,18,50403,11.72230269378761
4609370,2014,Highwall Miner # 57,Kentucky (East),Martin,Active,Surface,Independent Producer Operator,Mine only,Mayo Resources Inc,"P.O. Box 190, Lovely, KY 41231",,Appalachia Central,163941,20,50947,12.007261885981025
1517741,2014,Paradise #9,Kentucky (West),Muhlenberg,Active,Underground,Independent Producer Operator,Mine and Preparation Plant,Kenamerican Resources Inc,"297a State Route 2551, Bremen, KY 42325",,Illinois Basin,2500679,274,717180,14.732072852961826
1519358,2014,Parkway Mine,Kentucky (West),Muhlenberg,Active,Underground,Independent Producer Operator,Mine only,"Armstrong Coal Company, Inc.","407 Brown Road, Madisonville, KY 42431",,Illinois Basin,1125164,155,372321,13.933439360773887
1519217,2014,Midway Mine,Kentucky (West),Ohio,Active,Surface,Independent Producer Operator,Mine only,Armstrong Coal Company Inc.,"407 Brown Road, Madisonville, KY 42431",,Illinois Basin,1293318,85,187062,14.072721567190964
1519344,2014,Equality,Kentucky (West),Ohio,Active,Surface,Independent Producer Operator,Mine only,"Armstrong Coal Company, Inc.","407 Brown Road, Madisonville, KY 42431",,Illinois Basin,2802973,146,371679,14.846191197563964
1519511,2014,Lewis Creek,Kentucky (West),Ohio,Active,Surface,Independent Producer Operator,Mine only,"Armstrong Coal Co., Inc.","407 Brown Road, Madisonville, KY 42431",,Illinois Basin,948513,65,132550,13.762650774114626
1519535,2014,Kronos Mine,Kentucky (West),Ohio,Active,Underground,Independent Producer Operator,Mine only,"Armstrong Coal Company, Inc.","Mantanzas Road, Centertown, KY 42323",,Illinois Basin,2515011,279,694554,14.737787735263867
1519555,2014,N.A.A.M. No. 21,Kentucky (West),Ohio,Temporarily closed,Surface,Independent Producer Operator,Mine only,"North American Auger Mining, I","P.O. Box 199, Conesville, OH 43811",,Illinois Basin,4279,4,931,8.361474616416817
1519669,2014,Lewis Creek Underground Mine,Kentucky (West),Ohio,Permanently abandoned,Underground,Independent Producer Operator,Mine only,"Armstrong Coal Company, Inc.","407 Brown Road, Madisonville, KY 42431",,Illinois Basin,637949,98,243141,13.366013621827696
1519683,2014,P.Ridge Mine-South Pit,Kentucky (West),Ohio,Active,Surface,Independent Producer Operator,Mine only,"Western Kentucky Minerals, Inc","P.O. Box 155, Philpot, KY 42366",,Illinois Basin,139205,14,37869,11.843702945777595
1503627,2014,#20 Strip Job,Kentucky (East),Perry,Active,Surface,Independent Producer Operator,Mine only,Pine Branch Mining Llc,"3228 Summit Square Place, Suit, Lexington, KY 40509",,Appalachia Central,546528,44,115556,13.211340820418918
1509636,2014,#77,Kentucky (East),Perry,Active,Underground,Independent Producer Operator,Mine only,Blue Diamond Coal Company,"1021 Tori Drive, Hazard, KY 41701",,Appalachia Central,232786,52,116354,12.357874855574046
1516883,2014,Combs Branch Job,Kentucky (East),Perry,Active,Surface,Independent Producer Operator,Mine only,Pine Branch Mining Llc,"3228 Summit Square Place, Suit, Lexington, KY 40509",,Appalachia Central,1152280,81,237620,13.957253146260314
1517478,2014,No. 75,Kentucky (East),Perry,Active,Underground,Independent Producer Operator,Mine only,Blue Diamond Coal Company,"1021 Tori Drive, Hazard, KY 41701",,Appalachia Central,310510,61,132180,12.645971385956226
1518048,2014,Rowdy Gap Mine,Kentucky (East),Perry,Active,Surface,Independent Producer Operator,Mine only,Pine Branch Mining Llc,"1021 Tori Drive, Hazard, KY 41701",,Appalachia Central,9142,13,4804,9.12063445889169
1518526,2014,Jakes Branch Job,Kentucky (East),Perry,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Pine Branch Mining Llc,"3228 Summit Square Place, Suit, Lexington, KY 40509",,Appalachia Central,267950,28,86691,12.498555674922997
1518565,2014,E4-1,Kentucky (East),Perry,Active,Underground,Independent Producer Operator,Mine only,Perry County Coal Llc,"1845 South Ky Hwy 15, Hazard, KY 41701",,Appalachia Central,549238,113,267935,13.216287142033675
1518613,2014,Tip Top Mine,Kentucky (East),Perry,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Pine Branch Mining Llc,"3228 Summit Square Place, Suit, Lexington, KY 40509",,Appalachia Central,4410,3,2075,8.391629968440892
1518769,2014,S-17 Cumberland,Kentucky (East),Perry,Active,Surface,Independent Producer Operator,Mine only,"Revelation Energy, Llc.","P.O. Box 109, Appalachia, VA 24216",,Appalachia Central,110329,14,36728,11.611222089995339
1518781,2014,Chavies Job #7,Kentucky (East),Perry,Active,Surface,Independent Producer Operator,Mine only,"B & W Resources, Inc.","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,257295,34,80838,12.457978565512034
1518966,2014,East Mac & Nellie,Kentucky (East),Perry,Active,Surface,Independent Producer Operator,Mine only,Pine Branch Mining Llc,"1021 Tori Drive, Hazard, KY 41701",,Appalachia Central,1433646,99,283502,14.175731407741596
1519015,2014,E4-2,Kentucky (East),Perry,Active,Underground,Independent Producer Operator,Mine only,Perry County Coal Llc,"1845 S Ky Hwy 15, Hazard, KY 41701",,Appalachia Central,922458,162,398745,13.734797125405084
1519068,2014,Frasure Creek Mine  #8,Kentucky (East),Perry,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Frasure Creek Mining, Llc.","P.O. Box 100, Ary, KY 41712",,Appalachia Central,12215,8,15643,9.41041998369184
1519255,2014,Montgomery Creek,Kentucky (East),Perry,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Blue Diamond Mining, Llc","1021 Tori Drive, Hazard, KY 41701",,Appalachia Central,266699,34,87873,12.493875960631767
1519419,2014,Noble Mine #2,Kentucky (East),Perry,Active,Surface,Independent Producer Operator,Mine only,Noble Construction,"P.O. Box 83, Bulan, KY 41722",,Appalachia Central,16123,5,5440,9.68800210296374
1519504,2014,Newberry #15,Kentucky (East),Perry,Permanently abandoned,Surface,Independent Producer Operator,Mine only,B&w Resources Inc.,"300 Liperote Way, London, KY 40741",,Appalachia Central,25860,18,10183,10.160452652325848
1519542,2014,Bear Branch Mine,Kentucky (East),Perry,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"Locust Grove, Inc.","P.O. Box 958, Hazard, KY 41702",,Appalachia Central,223665,17,36568,12.317904675693118
1519598,2014,Poundmill Mine No 90,Kentucky (East),Perry,Active,Underground,Independent Producer Operator,Mine only,Blue Diamond Coal Company,"1021 Tori Drive, Hazard, KY 41701",,Appalachia Central,279320,42,90433,12.54011335695997
1519638,2014,Ben's Branch Mine,Kentucky (East),Perry,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Locust Grove, Inc.","P.O. Box 958, Hazard, KY 41702",,Appalachia Central,69554,5,11271,11.14985870827868
1519728,2014,Gregory Branch Mine,Kentucky (East),Perry,Active,Surface,Independent Producer Operator,Mine only,"Locust Grove, Inc.","P.O. Box 958, Hazard, KY 41702",,Appalachia Central,191282,22,27101,12.161504057953746
1519732,2014,Fourseam Mine,Kentucky (East),Perry,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Locust Grove, Inc.","P.O. Box 958, Hazard, KY 41702",,Appalachia Central,134749,10,21245,11.811169067593429
1515215,2014,# 5,Kentucky (East),Pike,Active,Underground,Independent Producer Operator,Mine only,"Bee B & B, Llc","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,57239,24,45342,10.95499076321729
1517659,2014,Three Mile Mine #1,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,Cam Mining Llc,"P.O. Box 1169, Pikeville, KY 41502",,Appalachia Central,115698,24,37407,11.65873862694766
1517941,2014,No 2,Kentucky (East),Pike,Active,Surface,Operating Subsidiary,Mine only,Apex Energy Inc,"P.O. Box 2100, Pikeville, KY 41502",,Appalachia Central,271043,40,101329,12.510032758861549
1517979,2014,Mine No. 8,Kentucky (East),Pike,Active,Underground,Contractor,Mine only,"Woodman Three Mine, Inc.","2412 Feds Creek Road, Steele, KY 41566",,Appalachia Central,61765,13,30391,11.031092139970914
1518015,2014,Bent Mtn,Kentucky (East),Pike,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Kentucky Fuel Corporation,"302 S Jefferson St Ste 400, Roanoke, VA 24011",,Appalachia Central,29768,25,42714,10.301189270026459
1518029,2014,No 2,Kentucky (East),Pike,Active,Surface,Operating Subsidiary,Mine only,C W Augering Inc,"P.O. Box 2100, Pikeville, KY 41502",,Appalachia Central,52358,8,21193,10.865860022197287
1518040,2014,No. 6,Kentucky (East),Pike,Active,Surface,Operating Subsidiary,Mine only,Apex Energy Inc,"P.O. Box 2100, Pikeville, KY 41502",,Appalachia Central,439960,61,159073,12.994439092671053
1518280,2014,S-1 Hunts Branch,Kentucky (East),Pike,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Revelation Energy Llc,"P.O. Box 249, Stanville, KY 41659",,Appalachia Central,427381,39,119777,12.9654311660358
1518363,2014,Bevins Branch Surface Mine,Kentucky (East),Pike,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,Kentucky Fuel Corporation,"818 North Eisenhower Drive, Beckley, WV 25801",,Appalachia Central,263537,72,157902,12.481949054563252
1518369,2014,Black Pearl Mining Inc No 3,Kentucky (East),Pike,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Black Pearl Mining Inc,"290 Big Shelby Creek, Jenkins, KY 41537",,Appalachia Central,14449,10,9511,9.57838048699361
1518381,2014,Taylor Fork Energy,Kentucky (East),Pike,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,Sidney Coal Company Inc,"P.O. Box 299, Sidney, KY 41564",,Appalachia Central,336616,67,145795,12.726698093774312
1518454,2014,Auger Mine No 29,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,B & H Coal Co Inc,"P.O. Box 221, Jackson, KY 41339",,Appalachia Central,11879,3,1506,9.38252741428954
1518570,2014,Bevins Branch #1,Kentucky (East),Pike,Temporarily closed,Surface,Operating Subsidiary,Mine only,Cam Mining Llc,"P.O. Box 1169, Pikeville, KY 41502",,Appalachia Central,113556,18,47219,11.640051386296234
1518608,2014,Salem #2,Kentucky (East),Pike,Temporarily closed,Surface,Independent Producer Operator,Mine only,Kentucky Fuel Corporation,"302 South Jefferson St., Roanoke, VA 24011",,Appalachia Central,11167,3,2264,9.320718279445792
1518626,2014,No. 1,Kentucky (East),Pike,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Black Ridge Mining Inc.,"P.O. Box 3970, Pikeville, KY 41502",,Appalachia Central,1503,4,2836,7.315218389752975
1518713,2014,No 009,Kentucky (East),Pike,Active,Surface,Operating Subsidiary,Mine only,C W Augering Inc,"24044 State Hwy 194 East, Fedscreek, KY 41524",,Appalachia Central,43434,7,20759,10.678997823521197
1518721,2014,Mine #23,Kentucky (East),Pike,Active,Underground,Independent Producer Operator,Mine only,Mccoy Elkhorn Coal Co.,"1148 Long Fork Road, Kimper, KY 41539",,Appalachia Central,26450,23,43111,10.183011437286446
1518775,2014,Mine #15,Kentucky (East),Pike,Active,Underground,Independent Producer Operator,Mine only,Mccoy Elkhorn Coal Co.,"1148 Longfork Rd, Kimper, KY 41539",,Appalachia Central,72408,29,55333,11.190072069507007
1518823,2014,Job #42,Kentucky (East),Pike,Permanently abandoned,Surface,Operating Subsidiary,Mine only,"Premier Elkhorn Coal Company,","6920 Hwy. 610 West, Myra, KY 41537",,Appalachia Central,112545,16,39663,11.631108420647939
1518911,2014,Mine #28,Kentucky (East),Pike,Active,Underground,Operating Subsidiary,Mine only,Cam Mining Llc,"P.O. Box 1169, Pikeville, KY 41502",,Appalachia Central,147558,28,65787,11.901976597810139
1518943,2014,Mine No 5,Kentucky (East),Pike,Active,Underground,Contractor,Mine only,Falcon Coal Corporation,"P.O. Box 1247, Wise, VA 24293",,Appalachia Central,98118,16,37815,11.493926114960445
1518946,2014,Job #49,Kentucky (East),Pike,Active,Surface,Contractor,Mine only,"Premier Elkhorn Coal Company,","6920 Highway 610 W, Myra, KY 41537",,Appalachia Central,284720,60,152588,12.559261520184075
1518952,2014,No 2,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,"Jmeg Mine, Llc","631 Brawley School Road, Mooresville, NC 28117",,Appalachia Central,809,6,5146,6.695798917058491
1519039,2014,Coal Hollow Mine,Kentucky (East),Pike,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,"Williams Bros. Coal Co., Inc.","258 Cantrell Road, Mouth Card, KY 41548",,Appalachia Central,55559,17,21795,10.92520079814619
1519094,2014,Center Creek Mine,Kentucky (East),Pike,Active,Underground,Contractor,Mine only,C S & S Coal Corporation,"P.O. Box 1247, Wise, VA 24293",,Appalachia Central,88483,17,43950,11.390565722148818
1519097,2014,Process Energy,Kentucky (East),Pike,Active,Underground,Operating Subsidiary,Mine only,"Sidney Coal Company, Inc.","P.O. Box 299, Sidney, KY 41564",,Appalachia Central,843034,128,292622,13.644762568317766
1519145,2014,No 8,Kentucky (East),Pike,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,Apex Energy Inc,"P.O. Box 2100, Pikeville, KY 41502",,Appalachia Central,101060,15,40455,11.523469678845899
1519153,2014,#1 Mine,Kentucky (East),Pike,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Dynasty Mining Inc.,"1368 Powells Creek, Pikeville, KY 41501",,Appalachia Central,49909,15,34201,10.817956626198013
1519167,2014,S-10,Kentucky (East),Pike,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,291571,26,73763,12.583038822867877
1519180,2014,M3 Energy,Kentucky (East),Pike,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,"Sidney Coal Company, Inc.","P.O. Box 299, Sidney, KY 41564",,Appalachia Central,321076,54,117177,12.67943313421351
1519188,2014,#4,Kentucky (East),Pike,Permanently abandoned,Underground,Independent Producer Operator,Mine only,"Bee, B & B, Llc","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,80081,35,73912,11.290793901423621
1519196,2014,#1,Kentucky (East),Pike,Temporarily closed,Underground,Independent Producer Operator,Mine only,"Freedom Coal, Inc.","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,32862,15,19784,10.400072254011777
1519199,2014,S-4 Calloway North,Kentucky (East),Pike,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,45396,13,37913,10.72317927442103
1519208,2014,# 4,Kentucky (East),Pike,Active,Underground,Contractor,Mine only,Inspiration Resources Inc.,"P.O. Box 431, Hardy, KY 41531",,Appalachia Central,73693,14,27440,11.207663094019358
1519280,2014,No 4,Kentucky (East),Pike,Active,Underground,Contractor,Mine only,Cavalier Mineral Inc,"17339 River Drive Suite B, Vansant, VA 24656",,Appalachia Central,120852,28,54535,11.702321935436144
1519322,2014,Ghm #25,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,Green Hill Mining Inc,"P.O. Box 760, London, KY 40743",,Appalachia Central,9635,2,1441,9.173157580848466
1519325,2014,Mine No. 7,Kentucky (East),Pike,Active,Underground,Operating Subsidiary,Mine only,Clas Coal Company Inc.,"P.O. Box 643, Elkhorn City, KY 41522",,Appalachia Central,98256,37,85813,11.49533159656918
1519371,2014,# 9,Kentucky (East),Pike,Active,Surface,Contractor,Mine only,"Pia Company, Inc.","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,191392,18,34771,12.162078959844283
1519396,2014,Persimmon #1,Kentucky (East),Pike,Active,Surface,Operating Subsidiary,Mine only,Clintwood Elkhorn Mining Llc,"23956 State  Highway 194e, Feds Creek, KY 41524",,Appalachia Central,48216,8,16110,10.78344619516288
1519433,2014,Eagle 2,Kentucky (East),Pike,Active,Underground,Contractor,Mine only,Jet Coal Company Inc,"P.O. Box 276, Virgie, KY 41572",,Appalachia Central,130502,23,51261,11.779143831297946
1519461,2014,Bear Branch,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,"Liberty Management, L.L.C.","P.O. Box 2619, Pikeville, KY 41502",,Appalachia Central,2488,4,934,7.81923445385907
1519475,2014,Beech Creek Surface Mine,Kentucky (East),Pike,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Kentucky Fuel Corporation,"818 North Eisenhour Drive, Beckley, WV 25801",,Appalachia Central,148741,42,83296,11.909961817375743
1519501,2014,Mine No 11,Kentucky (East),Pike,Active,Underground,Independent Producer Operator,Mine only,Hubble Mining Co Llc,"P.O. Box 392, Pikeville, KY 41502",,Appalachia Central,257504,71,154591,12.458790532945859
1519515,2014,Mine #4,Kentucky (East),Pike,Active,Underground,Operating Subsidiary,Mine only,"Excel Mining, Llc.","4126 State Hwy, Pikeville, KY 41501",,Appalachia Central,1620458,232,567702,14.298219383301298
1519534,2014,Eagle 3,Kentucky (East),Pike,Active,Underground,Contractor,Mine only,New Jet Llc,"P.O. Box 276, Virgie, KY 41572",,Appalachia Central,267277,50,103286,12.49604085278327
1519541,2014,7-E,Kentucky (East),Pike,Active,Underground,Independent Producer Operator,Mine only,"Dags Branch Coal Co, Inc.","P.O. Box 159, Fedscreek, KY 41524",,Appalachia Central,42087,15,29515,10.647494183386883
1519544,2014,No 9,Kentucky (East),Pike,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Apex Energy, Inc.","P.O. Box 2100, Pikeville, KY 41502",,Appalachia Central,104745,13,40005,11.559284103948245
1519604,2014,Beaver Mine No. 1,Kentucky (East),Pike,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"Mill Branch Processing, Inc.","P.O. Box 100, Ashcamp, KY 41512",,Appalachia Central,20164,10,11500,9.911654115202522
1519622,2014,Job 51,Kentucky (East),Pike,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Premier Elkhorn Coal Company,","6920 Hwy. 610 West, Myra, KY 41537",,Appalachia Central,321132,42,106841,12.679607532539727
1519689,2014,No 24,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,Cw Augering Inc,"24044 State Highway  194, Fedscreek, KY 41524",,Appalachia Central,69755,6,16421,11.152744381702208
1519701,2014,Big Shoal #1,Kentucky (East),Pike,Temporarily closed,Surface,Independent Producer Operator,Mine only,"Highwall Mining, Llc","P.O. Box 2303, Pikeville, KY 41501",,Appalachia Central,24346,3,3714,10.100122843969542
1519710,2014,E-2 Hurricane,Kentucky (East),Pike,Temporarily closed,Underground,Independent Producer Operator,Mine only,"Cheyenne Mining, Inc.","P.O. Box 1500, Pikeville, KY 41502",,Appalachia Central,16641,16,7883,9.719624808723344
1519711,2014,Pegs Branch #2,Kentucky (East),Pike,Temporarily closed,Surface,Independent Producer Operator,Mine only,Mountain Reclamation And Const,"P.O. Box 1091, Phelps, KY 41553",,Appalachia Central,49336,16,18397,10.80640931667133
1519712,2014,#2,Kentucky (East),Pike,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Dynasty Mining Inc,"1386 Powells Creek Rd, Pikeville, KY 41501",,Appalachia Central,46200,7,12518,10.74073507706983
1519721,2014,Job # 57,Kentucky (East),Pike,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Premier Elkhorn Coal Company,","6920 Hwy. 610 West, Myra, KY 41537",,Appalachia Central,123372,15,37674,11.722959460330719
1519722,2014,No. 11 Allen Branch Job,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,"Apex Energy, Inc.","7567 Upper Johns Creek Rd., Phelps, KY 41553",,Appalachia Central,179741,21,49256,12.099272204788743
1519729,2014,No 42a,Kentucky (East),Pike,Temporarily closed,Surface,Independent Producer Operator,Mine only,Augustus Augering & Contractin,"229 Kelly Branch Road, Salyersville, KY 41465",,Appalachia Central,6985,3,960,8.851520271691061
1519735,2014,Highwall Miner #2,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,"Jrc Mining, Inc","P.O. Box 952, Hyden, KY 41749",,Appalachia Central,192590,14,37273,12.168318855918258
1519758,2014,Addcar #2,Kentucky (East),Pike,Temporarily closed,Surface,Independent Producer Operator,Mine only,Kentucky Fuel Corporation,"302 South Jefferson St, Roanoke, VA 24011",,Appalachia Central,53794,18,10377,10.892917215767024
1519760,2014,Job #58,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,"Premier Elkhorn Coal Company,","6920 Highway 610 W, Myra, KY 41537",,Appalachia Central,11522,10,9803,9.352013530292329
4407293,2014,H-3,Kentucky (East),Pike,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"Revelation Energy, Llc.","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,289065,7,16939,12.574406855300131
4407312,2014,H-6,Kentucky (East),Pike,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,111085,9,13638,11.618050953011227
4609058,2014,Salem #1,Kentucky (East),Pike,Temporarily closed,Surface,Independent Producer Operator,Mine only,Kentucky Fuel Corporation,"3371 Mills Street, North Bend, OH 45052",,Appalachia Central,4677,2,425,8.450412157725886
1518843,2014,Line Creek No. 1,Kentucky (East),Rockcastle,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Jamieson Construction Co.,"30 Jamieson Lane, London, KY 40744",,Appalachia Central,44336,6,10183,10.69955226710276
1502709,2014,Highland 9 Mine,Kentucky (West),Union,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,Highland Mining Company Llc,"530 French Rd, Waverly, KY 42462",United Mine Workers Of America,Illinois Basin,2732081,402,1017455,14.820574147842384
1518335,2014,Rough Creek Mine,Kentucky (West),Union,"Active, men working, not producing",Underground,Operating Subsidiary,Mine and Preparation Plant,"Rough Creek Mining, Llc","P.O. Box 165, Sturgis, KY 42459",,Illinois Basin,905537,171,438512,13.71628341687334
1519374,2014,River View Mine,Kentucky (West),Union,Active,Underground,Operating Subsidiary,Mine only,River View Coal Llc,"835 Sr 1179, Waverly, KY 42462",,Illinois Basin,9340286,580,1471568,16.049847430721222
1518547,2014,Onton #9,Kentucky (West),Webster,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Sebree Mining Llc,"3603 St Rt 370 E, Sebree, KY 42455",,Illinois Basin,2420881,305,811296,14.699642081469673
1519599,2014,Wynn/Diamond Mine,Kentucky (West),Webster,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Winn Energy Llc,"8390 Hwy 140 West, Calhoun, KY 42327",,Illinois Basin,39257,3,5745,10.577885051258207
1517871,2014,Ghm #40,Kentucky (East),Whitley,Active,Surface,Independent Producer Operator,Mine only,Green Hill Mining Inc,"P.O. Box 760, London, KY 40743",,Appalachia Central,19684,2,2082,9.887561401985868
1518466,2014,F-M #4,Kentucky (East),Whitley,Active,Underground,Contractor,Mine only,F-M Coal Corp,"P.O. Box 1733, Corbin, KY 40702",,Appalachia Central,124836,21,54630,11.734756154858896
1518716,2014,Hatfield Gap Surface Mine,Kentucky (East),Whitley,Active,Surface,Independent Producer Operator,Mine only,Mountainside Coal Co,"7692 S. Hwy 25w, Williamsburg, KY 40769",,Appalachia Central,153744,39,96101,11.943044160517049
1518819,2014,Shm-35 (Hatfield Gap),Kentucky (East),Whitley,Active,Surface,Contractor,Mine only,Contract Highwall Mining Llc,"P.O. Box 249, Stanville, KY 41659",,Appalachia Central,58650,8,10078,10.979342854081622
1519508,2014,Morgan  Hollow Mine #1,Kentucky (East),Whitley,Active,Surface,Independent Producer Operator,Mine only,Alden Resources Llc,"332 W. Cumberland Gap Pkwy, Su, Corbin, KY 40701",,Appalachia Central,9815,14,15692,9.191667106710561
1519594,2014,Job #2,Kentucky (East),Whitley,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Fraziernantz Llc,"239 Ellen Lane, Gray, KY 40734",,Appalachia Central,5957,4,1233,8.692322277628687
1519596,2014,Lick Fork Mine #1,Kentucky (East),Whitley,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Alden Resources Llc,"332 W Cumberland Gap Parkway, Corbin, KY 40701",,Appalachia Central,15966,12,23635,9.678216740205745
1519614,2014,Maple Creek Mine #1,Kentucky (East),Whitley,Active,Surface,Independent Producer Operator,Mine only,"Alden Resources, Llc","332 W. Cumberland Gap Pkw., Corbin, KY 40701",,Appalachia Central,59110,29,73254,10.987155393818416
1519663,2014,Ghm #56,Kentucky (East),Whitley,Active,Surface,Independent Producer Operator,Mine only,Green Hill Mining Inc,"6109 S. Us Hwy 25, Corbin, KY 40701",,Appalachia Central,18196,2,3652,9.808957068689894
1519687,2014,Mulberry Mine #1,Kentucky (East),Whitley,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"Alden Resources, Llc","332 W Cumberland Gap Parkway, Corbin, KY 40701",,Appalachia Central,12174,14,17128,9.40705780905387
4003398,2014,Shm-75 (Morgan Hollow),Kentucky (East),Whitley,Active,Surface,Independent Producer Operator,Mine only,"Contract Highwall Mining, Llc","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,134298,9,19168,11.80781649036768
1519647,2014,Gillmore No. 1,Kentucky (East),Wolfe,Active,Surface,Independent Producer Operator,Mine only,"Sf Contracting, Llc","1030 Hamburg Road, Raleigh, IL 62977",,Appalachia Central,15540,17,6407,9.651172623921639
1601031,2014,Dolet Hills Lignite Company,Louisiana,De Soto,Active,Surface,Operating Subsidiary,Mine only,Dolet Hills Lignite Company Ll,"377 Highway 522, Mansfield, LA 71052",,Interior,2456400,278,610375,14.714207421437381
1601499,2014,Five Forks Mine,Louisiana,Natchitoches,Active,Surface,Operating Subsidiary,Mine only,"Demery Resources Company, L.L.","839 Five Forks Road, Saline, LA 71070",,Interior,148488,21,48093,11.908259425878935
